views,comments,duration,num_speaker,languages,event,main_speaker,name,speaker_occupation,title,description
629018,233,285,1,35,TEDGlobal 2009,Marc Koska,Marc Koska: 1.3m reasons to re-invent the syringe,Inventor,1.3m reasons to re-invent the syringe,"Reuse of syringes, all too common in under-funded clinics, kills 1.3 million each year. Marc Koska clues us in to this devastating global problem with facts, photos and hidden-camera footage. He shares his solution: a low-cost syringe that can't be used twice."
1072435,112,426,1,29,TEDGlobal 2009,Ian Goldin,Ian Goldin: Navigating our global future,"Economist, development visionary",Navigating our global future,"As globalization and technological advances bring us hurtling towards a new integrated future, Ian Goldin warns that not all people may benefit equally. But, he says, if we can recognize this danger, we might yet realize the possibility of improved life for everyone."
938937,270,998,1,25,TEDGlobal 2009,David Deutsch,David Deutsch: A new way to explain explanation,Quantum physicist,A new way to explain explanation,"For tens of thousands of years our ancestors understood the world through myths, and the pace of change was glacial. The rise of scientific understanding transformed the world within a few centuries. Why? Physicist David Deutsch proposes a subtle answer."
1095398,156,452,1,28,TEDGlobal 2009,Rachel Armstrong,Rachel Armstrong: Architecture that repairs itself?,"Applied scientist, innovator",Architecture that repairs itself?,"Venice is sinking. To save it, Rachel Armstrong says we need to outgrow architecture made of inert materials and, well, make architecture that grows itself. She proposes a not-quite-alive material that does its own repairs and sequesters carbon, too."
1098346,259,429,1,35,TEDGlobal 2009,Becky  Blanton,Becky  Blanton: The year I was homeless,Writer,The year I was homeless,"Becky Blanton planned to live in her van for a year and see the country, but when depression set in and her freelance job ended, her camping trip turned into homelessness. In this intimate talk, she describes her experience of becoming one of America's working homeless."
1010292,72,1099,1,23,TEDGlobal 2009,Marcus du Sautoy,"Marcus du Sautoy: Symmetry, reality's riddle",Mathematician,"Symmetry, reality's riddle","The world turns on symmetry -- from the spin of subatomic particles to the dizzying beauty of an arabesque. But there's more to it than meets the eye. Here, Oxford mathematician Marcus du Sautoy offers a glimpse of the invisible numbers that marry all symmetrical objects."
771962,46,141,1,0,TEDGlobal 2009,Matthew White,Matthew White: The modern euphonium,Brass virtuoso,The modern euphonium,"The euphonium, with its sweet brass sound, is rarely heard outside of traditional brass bands. Cutting loose on the euph, prodigy Matthew White performs Nat McIntosh's hip-hop-inflected ""The Warrior Comes Out to Play."""
1198897,152,531,1,28,TEDGlobal 2009,Stefana Broadbent,Stefana Broadbent: How the Internet enables intimacy,Tech anthropologist,How the Internet enables intimacy,"We worry that IM, texting, Facebook are spoiling human intimacy, but Stefana Broadbent's research shows how communication tech is capable of cultivating deeper relationships, bringing love across barriers like distance and workplace rules."
470615,124,253,1,31,TEDGlobal 2009,Rachel Pike,Rachel Pike: The science behind a climate headline,Atmospheric chemist,The science behind a climate headline,"In 4 minutes, atmospheric chemist Rachel Pike provides a glimpse of the massive scientific effort behind the bold headlines on climate change, with her team -- one of thousands who contributed -- taking a risky flight over the rainforest in pursuit of data on a key molecule."
480142,75,220,1,36,TEDGlobal 2009,Edward Burtynsky,Edward Burtynsky: Photographing the landscape of oil,Photographer,Photographing the landscape of oil,"In stunning large-format photographs, Edward Burtynsky follows the path of oil through modern society, from wellhead to pipeline to car engine -- and then beyond to the projected peak-oil endgame."
441609,70,337,1,29,TEDGlobal 2009,Cynthia Schneider,Cynthia Schneider: The surprising spread of Idol TV,Cultural diplomacy expert,The surprising spread of Idol TV,"Cynthia Schneider looks at two international ""American Idol""-style shows -- one in Afghanistan, and one in the United Arab Emirates -- and shows the surprising effect that these reality-TV competitions are creating in their societies."
431307,50,1084,1,19,TEDGlobal 2009,Mathieu Lehanneur,Mathieu Lehanneur: Science-inspired design,Designer,Science-inspired design,"Naming science as his chief inspiration, Mathieu Lehanneur shows a selection of his ingenious designs -- an interactive noise-neutralizing ball, an antibiotic course in one layered pill, asthma treatment that reminds kids to take it, a living air filter, a living-room fish farm and more."
569026,88,565,1,24,TEDGlobal 2009,Tom Wujec,Tom Wujec: Learn to use the 13th-century astrolabe,Designer,Learn to use the 13th-century astrolabe,"Rather than demo another new technology, Tom Wujec reaches back to one of our earliest but most ingenious devices -- the astrolabe. With thousands of uses, from telling time to mapping the night sky, this old tech reminds us that the ancient can be as brilliant as the brand-new."
807653,199,1000,1,22,TEDGlobal 2009,Rob Hopkins,Rob Hopkins: Transition to a world without oil,Resilience leader,Transition to a world without oil,"Rob Hopkins reminds us that the oil our world depends on is steadily running out. He proposes a unique solution to this problem -- the Transition response, where we prepare ourselves for life without oil and sacrifice our luxuries to build systems and communities that are completely independent of fossil fuels."
666784,148,703,1,27,TEDGlobal 2009,Magnus Larsson,Magnus Larsson: Turning dunes into architecture,Dune architect,Turning dunes into architecture,Architecture student Magnus Larsson details his bold plan to transform the harsh Sahara desert using bacteria and a surprising construction material: the sand itself.
512817,193,1030,1,23,TEDGlobal 2009,Gordon Brown,Gordon Brown: Global ethic vs. national interest,British Prime Minister,Global ethic vs. national interest,"Can the interests of an individual nation be reconciled with humanity's greater good? Can a patriotic, nationally elected politician really give people in other countries equal consideration? Following his TEDTalk calling for a global ethic, UK Prime Minister Gordon Brown fields questions from TED Curator Chris Anderson."
763145,146,986,1,27,TEDGlobal 2009,Andrea Ghez,Andrea Ghez: The hunt for a supermassive black hole,Astronomer,The hunt for a supermassive black hole,"With new data from the Keck telescopes, Andrea Ghez shows how state-of-the-art adaptive optics are helping astronomers understand our universe's most mysterious objects: black holes. She shares evidence that a supermassive black hole may be lurking at the center of the Milky Way."
1112000,69,881,1,19,TEDGlobal 2009,Rory  Bremner,Rory  Bremner: A one-man world summit,Comedian,A one-man world summit,"Scottish funnyman Rory Bremner convenes a historic council on the TEDGlobal stage -- as he lampoons Gordon Brown, Barack Obama, George W. Bush and a cast of other world leaders with his hilarious impressions and biting commentary. See if you can catch a few sharp TED in-jokes."
483137,171,305,1,33,TEDGlobal 2009,Shereen El Feki,Shereen El Feki: Pop culture in the Arab world,Arab sexuality expert,Pop culture in the Arab world,"Shereen El Feki shows how some Arab cultures are borrowing trademarks of Western pop culture -- music videos, comics, even Barbie -- and adding a culturally appropriate twist. The hybridized media shows how two civilizations, rather than dividing, can dovetail."
639995,97,944,1,28,TEDGlobal 2009,Loretta Napoleoni,Loretta Napoleoni: The intricate economics of terrorism,Macroeconomist,The intricate economics of terrorism,"Loretta Napoleoni details her rare opportunity to talk to the secretive Italian Red Brigades -- an experience that sparked a lifelong interest in terrorism. She gives a behind-the-scenes look at its complex economics, revealing a surprising connection between money laundering and the US Patriot Act."
819664,115,570,1,29,TEDGlobal 2009,James Geary,James Geary: Metaphorically speaking,Aphorist,Metaphorically speaking,"Aphorism enthusiast and author James Geary waxes on a fascinating fixture of human language: the metaphor. Friend of scribes from Aristotle to Elvis, metaphor can subtly influence the decisions we make, Geary says."
706235,184,594,1,29,TEDGlobal 2009,Steven  Cowley,Steven  Cowley: Fusion is energy's future,Physicist,Fusion is energy's future,"Physicist Steven Cowley is certain that nuclear fusion is the only truly sustainable solution to the fuel crisis. He explains why fusion will work -- and details the projects that he and many others have devoted their lives to, working against the clock to create a new source of energy."
778978,93,1066,1,26,TEDGlobal 2009,Bertrand Piccard,Bertrand Piccard: My solar-powered adventure,Solar adventurer,My solar-powered adventure,"For the dawn of a new decade, adventurer Bertrand Piccard offers us a challenge: Find motivation in what seems impossible. He shares his own plans to do what many say can't be done -- to fly around the world, day and night, in a solar-powered aircraft."
1780196,58,798,1,20,TEDGlobal 2009,Nick Veasey,Nick Veasey: Exposing the invisible,X-ray visionary,Exposing the invisible,"Nick Veasey shows outsized X-ray images that reveal the otherworldly inner workings of familiar objects -- from the geometry of a wildflower to the anatomy of a Boeing 747. Producing these photos is dangerous and painstaking, but the reward is a superpower: looking at what the human eye can't see."
518461,85,1384,1,0,TEDGlobal 2009,Sophie Hunger,Sophie Hunger: Songs of secrets and city lights,Singer,Songs of secrets and city lights,"This haunting, intimate performance by European singer-songwriter Sophie Hunger features songs from her breakout debut ""Monday's Ghost"" and the just-released album ""1983."""
2156157,459,986,1,34,TEDGlobal 2010,Matt Ridley,Matt Ridley: When ideas have sex,Rational optimist,When ideas have sex,"At TEDGlobal 2010, author Matt Ridley shows how, throughout history, the engine of human progress has been the meeting and mating of ideas to make new ideas. It's not important how clever individuals are, he says; what really matters is how smart the collective brain is."
694714,141,1185,1,26,TEDGlobal 2010,Ethan Zuckerman,Ethan Zuckerman: Listening to global voices,"Blogger, digital visionary",Listening to global voices,"Sure, the web connects the globe, but most of us end up hearing mainly from people just like ourselves. Blogger and technologist Ethan Zuckerman wants to help share the stories of the whole wide world. He talks about clever strategies to open up your Twitter world and read the news in languages you don't even know."
